catalog_id	catalog_snp_pos	strand	RDA1	RDA2
491117	26	+.0	-3.3955117246425235e-4	0.03288962691960069
498633	112	+.0	-0.0017858171911377555	-0.029143617849082804
499586	66	+.0	0.002405381696962468	-0.032945453655160925
505545	165	+.0	0.006291334434350083	-0.02803389452809721
512079	63	-.0	0.0012978828804291586	0.03202017094984661
526073	136	-.0	-0.0027689070223665315	-0.0326369229624329
53731	29	+.0	0.025428438998248096	-0.030389311654236115
541305	40	+.0	0.03263641373525284	-0.03308728452941702
552149	53	-.0	0.012062223028087212	-0.029463702238790652
559731	82	+.0	-0.023906205765624477	-0.03839226896643272
571968	47	+.0	0.0014309705468688694	0.031018395115064545
581411	9	-.0	-0.005553435323110509	0.028474243223515758
60553	84	+.0	-0.009604753014839833	0.029281440165850388
607130	36	+.0	-0.008724630554299761	0.02896498316332468
610080	12	-.0	-0.013448750444757627	-0.02974885693525367
615481	98	-.0	0.0034351538401677165	0.028436426633743142
62855	86	+.0	-0.0027919255209334195	-0.028788537002403514
632841	16	+.0	-0.007526660046418056	0.029732456476640003
634955	178	+.1	-0.0024592810030595507	0.031395230565137294
657973	148	-.0	-0.0027642077354110206	-0.02939038347688203
661076	8	-.0	0.005705419387588477	-0.029585222815539505
666413	36	+.0	-0.012043504441470178	0.04875365422732507
667910	45	+.0	0.007627277691376551	-0.029376873970310118
672178	96	-.0	-0.004895488520946122	-0.0285711568360265
679289	40	-.0	0.0163027089693621	-0.037108876644836745
688927	48	-.0	-0.026578325782920145	-0.028479124530751923
706137	75	+.0	0.012722147468221647	-0.02958842409649414
719187	17	+.0	0.0038133566097553026	-0.027637129031906765
722465	63	-.0	0.0025085247909967428	0.03082086512043126
748916	46	+.0	-0.02955221203465599	-0.02766655352728802
759493	174	-.0	-0.01211556328666735	-0.029442063605518973
760971	46	+.0	-0.008935947712884612	0.028553770515172452
769641	217	+.0	-0.0017195452271597054	-0.03611958299228792
782263	124	+.0	-0.0013963573688372886	-0.02786257088182952
786681	10	-.0	5.355025935759284e-4	0.03434927299374938
807437	189	-.0	0.0015418755248923855	-0.02857472974913822
814781	13	-.0	0.007441652600332095	0.02950412174639604
814883	35	-.0	-0.016276720245194227	-0.04217096305585827
819299	52	+.0	-3.122377599067379e-4	0.028144291840595224
828680	161	-.0	0.01658617170897035	-0.03154096094773428
832192	16	+.0	3.1191458769803086e-4	-0.043155517791693895
834267	123	-.0	0.003320067958632716	-0.03009509834462035
8447	25	-.0	-1.2061631491086305e-4	-0.03920547423312083
851426	44	-.0	-0.012143141179183112	-0.032004456824884626
854337	16	+.1	-0.04368942002301822	-0.032401491604795114
862084	59	+.0	0.010562554859157105	0.03707775317153496
874896	45	+.0	-0.016618923242311987	0.031240166654711354
884707	107	+.0	-0.00945038991772792	-0.02771668014260889
890745	75	+.1	-0.047323285554472294	-0.03186823143979025
915715	37	-.0	-0.003792650819854784	-0.03215018230440532
932271	137	-.0	-0.007006366118001514	0.02828196644167841
938942	130	-.0	-0.006868254828793184	-0.02781052901335255
957207	241	+.0	-0.0055125734929154565	-0.0405667157821618
968649	66	-.0	-0.009831973545373757	-0.03352189133145012
992711	70	+.0	0.004654283992879183	-0.03216328890251275
